time,time_ms,latitude,longitude,elevation,airspeed,pressure_diff,temp,satellites
22:33:27,66656,34.01883698,-118.44680023,53.20,16.76,172.12,41.56,7
22:33:27,66856,34.01883698,-118.44680023,53.20,15.46,146.34,41.56,7
22:33:27,67059,34.01883698,-118.44680023,53.20,14.09,121.62,42.03,7
22:33:28,67264,34.01884842,-118.44681549,53.20,0.00,-0.95,41.56,7
22:33:28,67497,34.01884842,-118.44681549,53.20,15.15,140.56,42.03,7
22:33:28,67700,34.01884842,-118.44681549,53.20,12.09,89.53,41.56,7
22:33:28,67902,34.01884842,-118.44681549,53.20,0.00,-7.79,41.56,7
22:33:28,68105,34.01884842,-118.44681549,53.20,14.51,128.98,41.56,7
22:33:29,68366,34.01885986,-118.44683075,53.10,14.30,125.30,41.56,7
22:33:29,68601,34.01885986,-118.44683075,53.10,7.98,39.03,41.56,7
22:33:29,68802,34.01885986,-118.44683075,53.10,0.00,-38.82,41.56,7
22:33:29,69002,34.01885986,-118.44683075,53.10,10.78,71.12,42.03,7
22:33:30,69208,34.01887512,-118.44684601,53.10,8.65,45.87,41.56,7
22:33:30,69446,34.01887512,-118.44684601,53.50,5.01,15.36,41.56,6
22:33:30,69652,34.01887512,-118.44684601,53.50,10.66,69.54,41.56,6
22:33:30,69854,34.01887512,-118.44684601,53.50,7.13,31.14,41.56,6
22:33:30,70054,34.01887512,-118.44684601,53.50,6.43,25.35,41.56,6
22:33:31,70255,34.01887512,-118.44685364,53.50,4.37,11.68,41.56,6
22:33:31,70489,34.01887512,-118.44685364,54.00,11.77,84.80,41.56,6
22:33:31,70692,34.01887512,-118.44685364,54.00,7.93,38.51,41.56,6
22:33:31,70893,34.01887512,-118.44685364,54.00,0.00,-58.29,41.56,6
22:33:31,71093,34.01887512,-118.44685364,54.00,0.00,-7.79,41.56,6
22:33:32,71327,34.01887894,-118.44685364,54.00,10.29,64.81,41.56,6
22:33:32,71560,34.01887894,-118.44685364,54.00,4.37,11.68,42.03,6
22:33:32,71763,34.01887894,-118.44685364,54.00,2.81,4.84,41.56,6
22:33:32,71965,34.01887894,-118.44685364,54.00,6.30,24.30,41.56,6
22:33:32,72165,34.01887894,-118.44685364,54.00,3.37,6.94,41.56,6
22:33:33,72402,34.01887894,-118.44685364,53.80,5.80,20.62,41.56,7
22:33:33,72624,34.01887894,-118.44685364,53.80,0.00,-40.40,41.56,7
22:33:33,72826,34.01887894,-118.44685364,53.80,5.58,19.04,42.03,7
22:33:33,73028,34.01887894,-118.44685364,53.80,0.00,-7.79,41.56,7
22:33:34,73229,34.01888275,-118.44685364,53.80,0.00,-2.53,41.56,7
22:33:34,73473,34.01888275,-118.44685364,53.30,0.00,-78.80,41.56,7
22:33:34,73674,34.01888275,-118.44685364,53.30,10.93,73.22,41.56,7
22:33:34,73878,34.01888275,-118.44685364,53.30,1.90,2.21,41.56,7
22:33:34,74078,34.01888275,-118.44685364,53.30,8.80,47.45,41.56,7
22:33:35,74301,34.01888275,-118.44686127,52.90,6.57,26.41,41.56,7
22:33:35,74527,34.01888275,-118.44686127,52.90,10.57,68.49,41.56,7
22:33:35,74728,34.01888275,-118.44686127,52.90,8.35,42.71,41.56,7
22:33:35,74930,34.01888275,-118.44686127,52.90,0.00,-48.82,41.56,7
22:33:35,75136,34.01888275,-118.44686127,52.90,6.95,29.56,41.56,7
22:33:36,75376,34.01888275,-118.44686127,52.30,8.55,44.82,41.56,7
22:33:36,75609,34.01888275,-118.44686127,52.30,7.76,36.93,41.56,7
22:33:36,75810,34.01888275,-118.44686127,52.30,5.42,17.99,41.56,7
22:33:36,76012,34.01888275,-118.44686127,52.30,0.00,-2.53,41.56,7
22:33:37,76216,34.01888275,-118.44686127,52.30,11.55,81.64,41.56,7
22:33:37,76451,34.01888275,-118.44686127,51.80,9.37,53.76,41.56,7
22:33:37,76660,34.01888275,-118.44686127,51.80,11.01,74.28,41.56,7
22:33:37,76863,34.01888275,-118.44686127,51.80,6.82,28.51,41.56,7
22:33:37,77067,34.01888275,-118.44686127,51.80,9.18,51.66,42.03,7
22:33:38,77273,34.01888275,-118.44686127,51.80,10.57,68.49,41.56,7
22:33:38,77509,34.01888275,-118.44686127,51.40,10.70,70.07,41.56,7
22:33:38,77709,34.01888275,-118.44686127,51.40,0.00,-17.25,41.56,7
22:33:38,77912,34.01888275,-118.44686127,51.40,6.09,22.72,41.56,7
22:33:38,78118,34.01888275,-118.44686127,51.40,0.00,-6.73,41.56,7
22:33:39,78358,34.01888275,-118.44686890,51.00,6.09,22.72,41.56,6
22:33:39,78587,34.01888275,-118.44686890,51.00,5.26,16.94,41.56,6
22:33:39,78790,34.01888275,-118.44686890,51.00,0.00,-13.05,41.56,6
22:33:39,78990,34.01888275,-118.44686890,51.00,11.66,83.22,41.56,6
22:33:40,79190,34.01888275,-118.44686890,51.00,3.37,6.94,41.56,6
22:33:40,79423,34.01888275,-118.44686890,51.00,7.93,38.51,41.56,6
22:33:40,79636,34.01888275,-118.44686890,51.00,11.17,76.38,41.56,6
22:33:40,79839,34.01888275,-118.44686890,51.00,6.63,26.93,41.56,6
22:33:40,80042,34.01888275,-118.44686890,51.00,0.00,-0.95,41.56,6
22:33:41,80244,34.01888275,-118.44686127,51.00,0.00,-2.53,41.56,6
22:33:41,80477,34.01888275,-118.44686127,50.80,2.31,3.26,41.56,6
22:33:41,80681,34.01888275,-118.44686127,50.80,6.63,26.93,41.56,6
22:33:41,80882,34.01888275,-118.44686127,50.80,10.08,62.18,41.56,6
22:33:41,81084,34.01888275,-118.44686127,50.80,3.61,8.00,41.56,6
22:33:42,81308,34.01888275,-118.44686127,50.50,5.26,16.94,41.56,6
22:33:42,81608,34.01888275,-118.44686127,50.50,10.41,66.39,41.09,6
22:33:42,81812,34.01888275,-118.44686127,50.50,6.82,28.51,41.56,6
22:33:42,82013,34.01888275,-118.44686127,50.50,8.55,44.82,41.56,6
22:33:43,82218,34.01888657,-118.44686127,50.50,7.76,36.93,41.56,6
22:33:43,82454,34.01888657,-118.44686127,50.60,2.49,3.79,41.56,6
22:33:43,82654,34.01888657,-118.44686127,50.60,0.00,-2.00,41.56,6
22:33:43,82857,34.01888657,-118.44686127,50.60,2.96,5.37,41.56,6
22:33:43,83061,34.01888657,-118.44686127,50.60,0.00,-45.13,41.56,6
22:33:44,83279,34.01888657,-118.44686890,50.60,0.00,-10.94,41.56,6
22:33:44,83512,34.01888657,-118.44686890,50.60,0.00,-3.58,41.56,6
22:33:44,83714,34.01888657,-118.44686890,50.60,4.92,14.83,41.56,6
22:33:44,83916,34.01888657,-118.44686890,50.60,8.50,44.29,41.56,6
22:33:44,84122,34.01888657,-118.44686890,50.60,6.82,28.51,41.56,6
22:33:45,84361,34.01889038,-118.44686127,51.20,7.19,31.67,41.56,6
22:33:45,84592,34.01889038,-118.44686127,51.20,2.96,5.37,41.09,6
22:33:45,84794,34.01889038,-118.44686127,51.20,7.13,31.14,41.56,6
22:33:45,84996,34.01889038,-118.44686127,51.20,0.00,-31.98,41.56,6
22:33:46,85201,34.01889038,-118.44686890,51.20,2.31,3.26,41.56,6
22:33:46,85434,34.01889038,-118.44686890,51.50,0.00,-7.79,41.56,6
22:33:46,85643,34.01889038,-118.44686890,51.50,1.02,0.63,41.56,6
22:33:46,85843,34.01889038,-118.44686890,51.50,3.37,6.94,41.56,6
22:33:46,86044,34.01889038,-118.44686890,51.50,0.00,-12.52,41.56,6
22:33:47,86247,34.01889420,-118.44686890,51.50,0.00,-9.89,41.56,6
22:33:47,86505,34.01889420,-118.44686890,51.70,6.57,26.41,41.56,6
22:33:47,86706,34.01889420,-118.44686890,51.70,0.00,-2.53,41.56,6
22:33:47,86909,34.01889420,-118.44686890,51.70,5.88,21.15,41.56,6
22:33:47,87113,34.01889420,-118.44686890,51.70,5.26,16.94,41.56,6
22:33:48,87355,34.01889420,-118.44686127,51.30,0.00,-3.58,41.56,6
